Data Medicao;Hora Medicao;CH (NUVENS ALTAS)(codigo);CL (NUVENS BAIXAS)(codigo);CM (NUVENS MEDIAS)(codigo);NEBULOSIDADE, HORARIA(décimos);PRECIPITACAO TOTAL, HORARIO(mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB);PRESSAO ATMOSFERICA AO NIVEL DO MAR, HORARIA(mB);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);TEMPERATURA DO AR - BULBO UMIDO, HORARIA(°C);TEMPERATURA DO PONTO DE ORVALHO(°C);UMIDADE RELATIVA DO AR, HORARIA(%);VENTO, DIRECAO HORARIA(codigo);VENTO, VELOCIDADE HORARIA(m/s);VISIBILIDADE, HORARIA(codigo)
01/03/2013;1200;0;4;0;8;0;922.6;1012.4;23.2;20.6;19.6;80;9;5;70
01/03/2013;1800;0;2;0;4;0;920;1008.7;29.4;21.2;17.9;50;14;4.3;70
02/03/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
02/03/2013;1200;0;2;0;7;0;923.1;1012.5;24.6;20;18.1;67;14;6.6;70
02/03/2013;1800;0;2;0;8;0;920.7;1009.3;28.8;22;19.4;57;9;7.3;70
03/03/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/03/2013;1200;0;4;0;8;0;924.4;1012.8;23.6;20.2;18.9;75;9;5.3;70
03/03/2013;1800;0;2;0;6;0;921.3;1010.1;28;21;18.1;55;14;6;70
04/03/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
04/03/2013;1200;-1;5;-1;10;0;923.5;1013;23.6;21.8;21.3;87;18;3.3;70
04/03/2013;1800;0;5;0;9;7.6;922;1011.8;23.8;21.8;21.1;85;9;2.3;70
05/03/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
05/03/2013;1200;0;5;0;8;0;923.7;1013;23;20.6;19.8;82;14;2;70
05/03/2013;1800;0;4;0;6;0;920.8;1009.5;28.4;20.6;17.3;51;14;3;70
06/03/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
06/03/2013;1200;0;5;0;9;0;923.6;1013.1;23;20.4;19.4;80;14;1.3;70
06/03/2013;1800;0;2;0;6;0;920.3;1008.8;30.8;21.6;17.4;46;14;1.6;70
07/03/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
07/03/2013;1200;0;2;0;8;0;924.1;1013.6;23.6;19.8;18.3;72;9;6.6;70
07/03/2013;1800;0;2;7;6;0;921.4;1010;29.8;21.8;18.9;52;14;2.6;70
08/03/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
08/03/2013;1200;0;2;5;5;0;925.9;1015.4;23.4;19.4;17.6;70;18;1.6;70
08/03/2013;1800;0;4;0;4;0;921.9;1010.8;29;19;14;40;14;0.3;70
09/03/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
09/03/2013;1200;0;2;0;8;0;924.6;1014;24;20;18.2;70;18;0.3;70
09/03/2013;1800;0;2;6;9;0;921.4;1011.4;28.4;21;17.9;53;14;2;70
10/03/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
10/03/2013;1200;0;1;0;3;0;924.1;1013.2;24;20;18.2;70;9;2.5;70
10/03/2013;1800;0;2;6;null;0;919.9;1008;30.6;21.4;17;46;14;3;70
11/03/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
11/03/2013;1200;0;1;0;2;0;921.8;1010.7;25.4;21.8;20.4;74;9;6;70
11/03/2013;1800;0;2;0;4;0;918.8;1007.1;31;22;18.4;47;14;2.6;70
12/03/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
12/03/2013;1200;0;2;5;4;0;921.8;1010.5;23.6;20;18.7;73;9;1.6;70
12/03/2013;1800;4;1;0;3;0;918;1006.8;28;20;16.6;50;14;3;70
13/03/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13/03/2013;1200;0;2;7;8;0;921.4;1010;25.6;20.8;18.8;66;5;6;70
13/03/2013;1800;0;2;7;6;0;918.5;1006.3;32;22.4;18.6;45;18;2.6;70
14/03/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14/03/2013;1200;0;2;0;8;0;921.5;1010.3;23.8;21;19.9;79;5;4.1;70
14/03/2013;1800;0;2;0;6;0;918.3;null;31;21.6;null;45;14;3.6;70
15/03/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15/03/2013;1200;0;4;0;8;0;921.9;1011.2;23.2;20.8;20;82;14;1.3;70
15/03/2013;1800;0;4;0;8;0;919.3;1007.9;27.2;21.2;18.5;59;14;5;70
16/03/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
16/03/2013;1200;0;5;0;9;0;922.3;1011.8;24.2;20.2;18.4;70;9;6;70
16/03/2013;1800;0;4;0;8;0;919.9;1008.8;28.4;22;19.3;58;14;4.3;70
17/03/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
17/03/2013;1200;0;4;0;8;0;921.8;1011;24.6;20;18.1;67;14;4;70
17/03/2013;1800;0;4;0;8;0;920.3;1009.2;27.4;21;18.1;57;18;4.3;70
18/03/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
18/03/2013;1200;0;5;0;9;0;921.8;1011.1;23.2;20.2;18.9;77;9;2.6;70
18/03/2013;1800;0;2;0;7;0;919.4;1008;27;21;18.3;59;14;4.3;70
19/03/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
19/03/2013;1200;0;4;0;8;0;921.3;1010.3;24.8;20.4;18.5;68;5;5;70
19/03/2013;1800;0;2;0;7;0;918;1006.5;27.6;21.8;19.7;62;14;4;70
20/03/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
20/03/2013;1200;-1;5;-1;10;6;922.7;1012.9;22.2;21.8;21.7;97;5;4.3;60
20/03/2013;1800;0;5;0;9;0;919.5;1008.8;26.4;22;20.3;69;18;1;70
21/03/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
21/03/2013;1200;0;4;0;8;0.8;923.3;1012.7;24.6;20.2;18.3;68;9;6;70
21/03/2013;1800;0;2;0;6;0;920.3;1008.7;29.6;21;17.8;49;14;4;70
22/03/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
22/03/2013;1200;0;1;0;3;0;923.4;1012.6;25;20.2;18.2;66;5;1.6;70
22/03/2013;1800;0;2;0;6;0;919.9;1008.6;29;21.4;18.4;53;14;3;70
23/03/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
23/03/2013;1200;0;2;0;4;0;922.4;1011.3;25.4;20.4;18.1;64;9;4.3;70
23/03/2013;1800;0;2;0;7;0;919;1007.6;28.4;21;17.9;53;14;3.3;70
24/03/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
24/03/2013;1200;0;2;0;5;0;922.6;1011.9;25;20.2;18.2;66;9;3.6;70
24/03/2013;1800;0;2;0;6;0;917.9;1006.3;29.2;21.4;18.3;52;18;3;70
25/03/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
25/03/2013;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null
25/03/2013;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
26/03/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
26/03/2013;1200;0;2;0;4;0;924.3;1013.4;25.2;21.4;20;73;9;1;70
26/03/2013;1800;0;2;0;7;0;920.9;1009.4;30;22.6;19.7;54;14;1.6;70
27/03/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
27/03/2013;1200;0;2;0;6;0;924;1012.4;25;20;17.7;64;14;2;70
27/03/2013;1800;0;2;0;6;0;919.8;1008;30.4;21;16.8;44;18;4;70
28/03/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
28/03/2013;1200;0;2;0;5;0;923.6;1013.2;24.6;20.2;18.3;68;9;4;70
28/03/2013;1800;0;2;0;8;0;920.1;1008.3;31;21.4;17.3;44;9;1.6;70
29/03/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
29/03/2013;1200;0;4;0;8;0;923.5;1014.5;24.2;20;18.2;69;9;2.3;70
29/03/2013;1800;0;2;0;6;0;920.3;1008.5;31.2;22;18.2;46;14;2;70
30/03/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
30/03/2013;1200;0;2;0;7;0;924.7;1014.5;23.2;19.8;18.3;74;14;5.3;70
30/03/2013;1800;0;2;0;5;0;921.6;1010.5;28.8;20.2;16.7;48;9;5.6;70
31/03/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
31/03/2013;1200;0;2;0;6;0;925.8;1015.7;23.8;19.6;17.8;69;9;6.6;70
31/03/2013;1800;0;2;0;7;0;922.3;1011.2;29.8;20.2;15.9;43;14;3.6;70
01/04/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
01/04/2013;1200;0;5;0;9;0;924.6;1014.4;23.2;20.6;19.6;80;18;1;70
01/04/2013;1800;0;4;0;8;0;922.2;1011.9;25.6;21;19.3;68;14;4;70
02/04/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
02/04/2013;1200;0;2;0;5;0;924.2;1013.7;24.8;20;18;66;9;5;70
02/04/2013;1800;0;2;0;6;0;921;1009.6;29.6;21.2;18.1;50;14;4;70
03/04/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/04/2013;1200;0;2;0;6;0;924;1013.7;22.6;20.2;18.3;68;9;5;70
03/04/2013;1800;0;2;0;7;0;920.5;1009;29.4;21;17.6;49;14;4;70
04/04/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
04/04/2013;1200;0;4;0;8;0.2;923.7;1013.4;24.2;20.6;19.1;73;9;5;70
04/04/2013;1800;0;2;0;7;0;920.5;1009;28.6;21.6;19;56;14;5.3;70
05/04/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
05/04/2013;1200;0;2;0;8;0;924;1013.5;24.2;20.4;18.8;72;5;5.6;70
05/04/2013;1800;0;2;0;5;0;920.4;1008.8;30;21;17.1;46;9;4.6;70
06/04/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
06/04/2013;1200;0;2;0;6;0;923.7;1013;24.6;20.2;18.3;68;9;4.3;70
06/04/2013;1800;0;2;0;4;0;919.9;1008.1;31.2;21.4;17.1;43;14;3.3;70
07/04/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
07/04/2013;1200;0;2;0;5;0;924.3;1013.6;24.8;20;18;66;14;5;70
07/04/2013;1800;0;2;0;4;0;920.4;1008.8;30.2;21.2;17.3;46;9;4.3;70
08/04/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
08/04/2013;1200;0;2;0;8;0;923.2;1012.4;24.8;21.8;20.7;78;36;1.6;70
08/04/2013;1800;0;6;0;7;0;919.4;1007.3;31;22.4;19.4;50;9;2.6;70
09/04/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
09/04/2013;1200;0;2;0;4;0;923;1012;25.4;20.2;17.8;63;9;6.6;70
09/04/2013;1800;0;2;0;5;0;919.4;1007.5;30.8;22.2;19.2;50;9;2.3;70
10/04/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
10/04/2013;1200;0;2;0;4;0;922.7;1012.1;25;20.2;18.2;66;9;3.3;70
10/04/2013;1800;0;2;0;6;0;919.6;1008;30.6;21.2;17.3;45;9;5.3;70
11/04/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
11/04/2013;1200;0;2;0;3;0;924.2;1013.3;25.6;20;17.8;62;14;5.3;70
11/04/2013;1800;0;2;0;5;0;920.5;1008.5;30.2;21;16.9;45;9;4.3;70
12/04/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
12/04/2013;1200;0;2;0;7;0;924.4;1013.7;24.2;20.6;19.1;73;14;5;70
12/04/2013;1800;0;2;0;6;0;920;1008.4;30;21.4;18.1;49;9;3.6;70
13/04/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13/04/2013;1200;0;2;0;8;0;923.3;1012.5;24.6;20.6;19;71;9;3.6;70
13/04/2013;1800;0;2;0;7;0;919.7;1007.9;29.8;22;19.2;53;14;3.3;70
14/04/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14/04/2013;1200;0;0;0;0;0;922;null;25.4;20;null;62;9;3;70
14/04/2013;1800;0;2;0;4;0;918.4;null;31.7;21.2;null;41;9;0.8;70
15/04/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15/04/2013;1200;0;1;0;2;0;922.1;1010.8;26;20.8;18.7;64;5;2.6;70
15/04/2013;1800;0;2;0;4;0;918.7;1006.6;32.1;21.4;16.7;40;14;3.3;70
16/04/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
16/04/2013;1200;0;2;0;5;0;922.6;1011.6;21.8;19;17.4;76;5;0.3;70
16/04/2013;1800;0;2;0;4;0;918.4;1006.6;30.4;21;16.8;44;18;0.7;70
17/04/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
17/04/2013;1200;0;2;0;4;0;922.3;1011.2;25.6;20.6;18.5;65;5;2;70
17/04/2013;1800;0;2;0;7;0;918.4;1006.2;31.5;21.8;18.2;45;18;1.6;70
18/04/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
18/04/2013;1200;0;2;0;6;0;922.2;1011.3;25.4;20.2;17.8;63;5;1.6;70
18/04/2013;1800;0;2;0;8;0;919.6;1008.1;29;22.4;20.2;59;14;3;70
19/04/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
19/04/2013;1200;0;2;0;8;0;921.8;1010.9;25;21.2;19.8;73;9;1.6;70
19/04/2013;1800;0;2;0;8;0;918.8;1007.3;29.2;22.2;19.5;56;9;2;70
20/04/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
20/04/2013;1200;-1;5;-1;10;10.2;923.3;1013.5;20.6;19.2;18.5;88;14;3.3;60
20/04/2013;1800;0;5;0;9;1.2;919.9;1009.2;25.8;20.4;18;63;18;6;70
21/04/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
21/04/2013;1200;-1;5;-1;10;0;923.2;1013.2;22;19.6;18.6;81;14;4;70
21/04/2013;1800;0;4;2;8;0;919.6;1008.5;27;21;18.3;59;14;2.6;70
22/04/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
22/04/2013;1200;-1;5;-1;10;2.9;923.4;1013.4;21.6;21.4;21.3;98;18;5;50
22/04/2013;1800;-1;5;-1;10;0.6;920.9;1011;21;20.4;20.5;97;23;0.6;50
23/04/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
23/04/2013;1200;-1;5;-1;10;3.4;923.9;1014.2;20.6;19.8;19.4;93;18;2;70
23/04/2013;1800;-1;5;-1;10;8.6;920.9;1011.2;21.2;20.8;20.7;97;18;1.3;20
24/04/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
24/04/2013;1200;0;5;0;9;22.6;924.1;1014.4;21.4;21;20.9;97;18;0.3;70
24/04/2013;1800;-1;5;-1;10;4.2;921.8;1012.1;21.6;21.2;21.1;97;14;1;10
25/04/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
25/04/2013;1200;-1;5;-1;10;3.2;924.4;1014.6;22.4;20.6;19.9;86;9;5.6;70
25/04/2013;1800;-1;5;-1;10;1.1;922.1;1012;24.2;21.4;20.3;79;5;3.3;60
26/04/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
26/04/2013;1200;-1;5;-1;10;13.2;924.5;1014.3;21;20.6;20.5;97;14;0.3;50
26/04/2013;1800;-1;5;-1;10;1.7;921.5;1011.8;22;21;20.6;92;14;1.3;60
27/04/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
27/04/2013;1200;0;5;0;8;1.2;923.9;1014.2;21.2;20;19.5;90;14;2.5;70
27/04/2013;1800;0;4;0;6;0;920.7;1010.1;25.6;20.6;18.5;65;14;3.3;70
28/04/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
28/04/2013;1200;0;2;0;8;0;923;1013;22.2;19;17.8;75;18;1.6;70
28/04/2013;1800;-1;5;-1;10;0;920.5;1009.8;25.6;21;19;67;18;5;70
29/04/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
29/04/2013;1200;-1;5;-1;10;38.8;923.7;1014.4;19.8;19.6;19.5;98;9;1;60
29/04/2013;1800;0;5;0;9;0;920.7;1010.1;25;21.4;20;74;14;1.3;70
30/04/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
30/04/2013;1200;0;5;0;8;1.4;923.6;1013.8;22;20.6;20.1;89;18;2.5;70
30/04/2013;1800;-1;5;-1;4;0;921.8;1012;21.6;21.2;21.1;97;14;4.1;60
01/05/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
01/05/2013;1200;-1;5;-1;10;1.3;923.7;1014;21.6;20.6;20.2;92;9;3.3;70
01/05/2013;1800;-1;5;-1;10;2.7;922.4;1012.5;22.4;null;20.3;88;9;1;60
02/05/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
02/05/2013;1200;-1;5;-1;10;2;923.8;1014;20.4;20.2;20.1;98;14;0.3;10
02/05/2013;1800;-1;5;-1;10;0.8;921.6;1011.4;22.8;21;20.3;86;14;3.6;50
03/05/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/05/2013;1200;0;4;0;8;0.8;924;1014.2;22;20.4;19.9;88;14;2;70
03/05/2013;1800;0;5;0;9;0;921.5;1011.4;23.6;21;20.1;81;9;3.3;70
04/05/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
04/05/2013;1200;0;4;0;8;0;923.5;1013.6;22.4;20;19;81;14;4;70
04/05/2013;1800;0;2;0;7;0;921;1010.6;24.6;21.2;19.9;75;14;5.3;70
05/05/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
05/05/2013;1200;0;4;0;8;0;924;1014.2;22.6;20.4;19.6;83;14;3.6;70
05/05/2013;1800;0;5;0;9;0;920.7;1010.3;25;21;19.4;71;14;1.3;70
06/05/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
06/05/2013;1200;0;0;5;8;0;924.4;1013.9;23;18.6;16.5;67;14;1;70
06/05/2013;1800;0;5;0;8;0;921.1;1010.3;27.4;20.4;16.7;54;14;0.3;70
07/05/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
07/05/2013;1200;0;4;7;8;0;924.8;1014.4;24.2;20.6;19.1;73;5;3;70
07/05/2013;1800;0;4;0;8;0;922.8;1011.8;27.8;21.4;18.8;58;14;1.6;70
08/05/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
08/05/2013;1200;0;4;7;8;0;924.4;1013.5;24.2;20.4;18.9;73;5;3;70
08/05/2013;1800;0;4;0;8;0;922.1;1010.8;27.8;21.6;19.2;58;14;1.6;70
09/05/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
09/05/2013;1200;0;2;7;7;0;924.1;1013.4;25.2;20.6;18.6;67;9;1;70
09/05/2013;1800;-1;5;-1;10;0;923.1;1012.5;24;21.4;20.5;81;14;0.7;70
10/05/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
10/05/2013;1200;0;5;0;8;4.2;925.4;1015;21;19.8;19.3;90;18;0.3;70
10/05/2013;1800;-1;5;-1;10;1.4;922.9;1012.9;22.6;21;20.3;88;14;0.6;20
11/05/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
11/05/2013;1200;0;2;0;7;3.6;925.2;1015.4;22.4;20;19;81;18;1.6;70
11/05/2013;1800;0;4;0;5;1.4;922.4;1012.5;23.4;20.6;19.5;79;14;0.3;70
12/05/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
12/05/2013;1200;-1;5;-1;10;2.2;924;1014.1;20.6;19.6;19.1;91;14;0.7;60
12/05/2013;1800;0;5;0;7;0;921.5;1011.2;24.4;21.4;20.3;78;14;1.6;70
13/05/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13/05/2013;1200;0;5;0;9;2.6;923.9;1014.1;22;20.2;19.5;86;9;2.6;70
13/05/2013;1800;0;4;0;8;0;922.3;1012.4;23.4;21;20.1;82;9;2.3;70
14/05/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14/05/2013;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14/05/2013;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15/05/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15/05/2013;1200;-1;5;-1;10;4.4;923.7;1014.4;21;20.4;20.2;95;9;1;60
15/05/2013;1800;-1;5;-1;10;4.9;921.2;1011.5;21.8;21.2;21;95;14;0.7;60
16/05/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
16/05/2013;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null
16/05/2013;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
17/05/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
17/05/2013;1200;-1;5;-1;10;12.4;923.5;1013.7;21.4;20.4;19.9;91;9;0.7;70
17/05/2013;1800;0;5;0;9;0;921.6;1011.7;22;20.8;20.3;90;14;1.6;70
18/05/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
18/05/2013;1200;-1;5;-1;10;9;924.6;1015.3;19.6;19;18.8;95;14;5;60
18/05/2013;1800;-1;5;-1;10;3.4;922.4;1012.6;21.8;21;20.6;93;18;4;60
19/05/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
19/05/2013;1200;0;5;0;9;0.2;925.7;1016.5;20.4;20;19.7;96;14;4.6;70
19/05/2013;1800;0;4;0;8;0;922.9;1013.1;24;20.2;18.6;72;14;4;70
20/05/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
20/05/2013;1200;0;2;0;4;0;924.3;1014.7;20.6;18.6;17.8;84;18;0.3;70
20/05/2013;1800;0;2;0;4;0;920.9;1011.4;24.6;19.6;17.6;64;18;0.5;70
21/05/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
21/05/2013;1200;0;2;7;8;0;922.9;1013.2;22.4;19.8;18.8;80;18;0.3;70
21/05/2013;1800;0;2;0;7;0;919.8;1009.5;25.2;20.8;18.9;68;14;2.6;70
22/05/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
22/05/2013;1200;0;2;0;6;0;923.1;1018.1;21;19.2;18.6;86;9;0.3;70
22/05/2013;1800;0;2;0;5;0;919.9;1009.2;26.4;21;18.8;63;14;0.8;70
23/05/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
23/05/2013;1200;0;4;0;8;0;923.2;1013.2;22.4;19.2;17.8;75;9;2.3;70
23/05/2013;1800;0;4;0;9;0;920.7;1010.1;25;20.2;18.2;66;9;1.3;70
24/05/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
24/05/2013;1200;0;5;1;10;0;923.2;1011.3;21.6;20.8;20.4;93;9;5;70
24/05/2013;1800;0;5;5;7;0;920.3;1009.2;26.6;18.6;15;49;9;1.6;70
25/05/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
25/05/2013;1200;0;5;0;9;0.2;924.3;1014.2;22.4;20.4;19.6;84;9;5.8;70
25/05/2013;1800;0;5;5;7;0;921.6;1010.7;25.4;21.8;20.4;74;14;2;70
26/05/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
26/05/2013;1200;-1;5;-1;10;0;925.5;1015.5;21.4;20;19.3;88;14;5;70
26/05/2013;1800;0;2;5;6;0;922.6;1011.6;24.4;21;16;73;14;2;70
27/05/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
27/05/2013;1200;-1;5;-1;10;0.3;924.9;1015.1;20.6;20.4;20.3;98;9;0.7;60
27/05/2013;1800;0;5;0;9;0.4;922.8;1012.7;24.2;21;19.7;76;14;1.3;70
28/05/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
28/05/2013;1200;0;2;0;7;2.5;923.6;1012.7;21.4;19.4;18.6;84;14;0.1;70
28/05/2013;1800;0;2;0;5;0;921.2;1011;25.4;20.6;18.6;66;18;3.3;70
29/05/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
29/05/2013;1200;-1;5;-1;10;0.4;923.7;1014.6;20.6;20.4;20.3;98;9;0.7;10
29/05/2013;1800;0;5;0;9;0;921.5;1011.4;25.6;20.8;18.8;66;14;2.6;70
30/05/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
30/05/2013;1200;0;2;0;4;0.2;924.2;1014.4;21.4;19;11.8;81;18;0.3;70
30/05/2013;1800;0;5;0;9;0;921.8;1011.9;24;21;19.9;78;9;3;70
31/05/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
31/05/2013;1200;0;4;0;8;7.2;924.3;1014.5;21.8;20.2;19.7;88;9;2;70
31/05/2013;1800;0;4;0;7;0;922.1;1012;25.2;21;19.3;70;14;1;70
01/06/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
01/06/2013;1200;0;2;0;6;0;924.2;1014.6;22;20;19.2;84;14;3.3;70
01/06/2013;1800;0;2;0;7;0;921.6;1011.5;24.4;21.2;19.9;76;18;5;70
02/06/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
02/06/2013;1200;0;4;0;8;0;924.3;1015.1;20.6;19;18.4;87;14;4;70
02/06/2013;1800;0;2;0;4;0;921.9;1011.8;25.2;20;17.7;63;14;2.6;70
03/06/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/06/2013;1200;0;2;0;4;0;925.1;1015.3;22.6;19.6;18.4;77;14;0.1;70
03/06/2013;1800;0;2;0;5;0;922.2;1011.5;26.4;21.4;19.3;65;14;0.7;70
04/06/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
04/06/2013;1200;0;2;0;4;0;925.1;1015.1;23.6;20;18.5;73;9;5.3;70
04/06/2013;1800;0;2;0;6;0;922.9;1018.8;26.4;21;12.5;63;14;2;70
05/06/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
05/06/2013;1200;-1;5;-1;10;5.4;925.4;1015.6;22;20;19.2;84;9;5.3;60
05/06/2013;1800;0;4;0;8;0.2;922.3;1012.2;23.8;20.6;19.3;76;14;4.3;70
06/06/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
06/06/2013;1200;0;4;0;8;0;925.7;1016.3;21.8;19.8;19;84;9;0.7;70
06/06/2013;1800;0;2;0;5;0;923.1;null;25;20.4;null;67;14;5;70
07/06/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
07/06/2013;1200;0;5;0;7;0;925.6;1015.7;21.8;19.4;18.4;81;9;5.8;70
07/06/2013;1800;0;2;5;4;0;923.2;1013.4;25.4;19;15;55;14;2.5;70
08/06/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
08/06/2013;1200;-1;5;-1;10;4.4;925.4;1016.3;21;19.6;18.9;88;14;2;70
08/06/2013;1800;-1;5;-1;10;5.6;923.3;1014.3;19.6;19.6;19.6;100;14;6.6;70
09/06/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
09/06/2013;1200;0;5;0;8;8.2;924.7;1014.7;20.6;18.6;17.8;84;14;5;70
09/06/2013;1800;0;5;0;8;0.6;922.4;1011.3;20.6;20;19.8;95;14;1;70
10/06/2013;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
